row_id,time,x,y,direction,congestion
581,1991-04-01 02:40:00,2,3,NE,30
582,1991-04-01 02:40:00,2,3,SB,85
583,1991-04-01 02:40:00,2,3,SW,16
584,1991-04-01 02:40:00,2,3,WB,48
585,1991-04-01 03:00:00,0,0,EB,70
586,1991-04-01 03:00:00,0,0,NB,49
587,1991-04-01 03:00:00,0,0,SB,65
588,1991-04-01 03:00:00,0,1,EB,33
589,1991-04-01 03:00:00,0,1,NB,65
590,1991-04-01 03:00:00,0,1,SB,61
591,1991-04-01 03:00:00,0,1,WB,19
592,1991-04-01 03:00:00,0,2,EB,45
593,1991-04-01 03:00:00,0,2,NB,61
594,1991-04-01 03:00:00,0,2,SB,15
595,1991-04-01 03:00:00,0,2,WB,43
596,1991-04-01 03:00:00,0,3,EB,51
597,1991-04-01 03:00:00,0,3,NB,83
598,1991-04-01 03:00:00,0,3,NE,43
599,1991-04-01 03:00:00,0,3,SB,16
600,1991-04-01 03:00:00,0,3,SW,2
601,1991-04-01 03:00:00,0,3,WB,51
602,1991-04-01 03:00:00,1,0,EB,53
603,1991-04-01 03:00:00,1,0,NB,59
604,1991-04-01 03:00:00,1,0,NE,43
605,1991-04-01 03:00:00,1,0,SB,32
606,1991-04-01 03:00:00,1,0,SW,52
607,1991-04-01 03:00:00,1,0,WB,39
608,1991-04-01 03:00:00,1,1,EB,23
609,1991-04-01 03:00:00,1,1,NB,92
610,1991-04-01 03:00:00,1,1,SB,47
611,1991-04-01 03:00:00,1,1,WB,24
612,1991-04-01 03:00:00,1,2,EB,52
613,1991-04-01 03:00:00,1,2,NB,69
614,1991-04-01 03:00:00,1,2,NE,24
615,1991-04-01 03:00:00,1,2,SB,29
616,1991-04-01 03:00:00,1,2,SW,54
617,1991-04-01 03:00:00,1,2,WB,37
618,1991-04-01 03:00:00,1,3,EB,44
619,1991-04-01 03:00:00,1,3,NB,34
620,1991-04-01 03:00:00,1,3,NE,44
621,1991-04-01 03:00:00,1,3,SB,39
622,1991-04-01 03:00:00,1,3,SW,15
623,1991-04-01 03:00:00,1,3,WB,56
624,1991-04-01 03:00:00,2,0,EB,49
625,1991-04-01 03:00:00,2,0,NB,55
626,1991-04-01 03:00:00,2,0,SB,50
627,1991-04-01 03:00:00,2,0,WB,36
628,1991-04-01 03:00:00,2,1,EB,25
629,1991-04-01 03:00:00,2,1,NB,31
630,1991-04-01 03:00:00,2,1,NE,16
631,1991-04-01 03:00:00,2,1,NW,29
632,1991-04-01 03:00:00,2,1,SB,82
633,1991-04-01 03:00:00,2,1,SE,34
634,1991-04-01 03:00:00,2,1,SW,74
635,1991-04-01 03:00:00,2,1,WB,25
636,1991-04-01 03:00:00,2,2,EB,44
637,1991-04-01 03:00:00,2,2,NB,38
638,1991-04-01 03:00:00,2,2,NE,80
639,1991-04-01 03:00:00,2,2,NW,21
640,1991-04-01 03:00:00,2,2,SB,14
641,1991-04-01 03:00:00,2,2,SE,60
642,1991-04-01 03:00:00,2,2,SW,49
643,1991-04-01 03:00:00,2,2,WB,44
644,1991-04-01 03:00:00,2,3,EB,44
645,1991-04-01 03:00:00,2,3,NB,64
646,1991-04-01 03:00:00,2,3,NE,30
647,1991-04-01 03:00:00,2,3,SB,79
648,1991-04-01 03:00:00,2,3,SW,16
649,1991-04-01 03:00:00,2,3,WB,48
650,1991-04-01 03:20:00,0,0,EB,70
651,1991-04-01 03:20:00,0,0,NB,49
652,1991-04-01 03:20:00,0,0,SB,65
653,1991-04-01 03:20:00,0,1,EB,44
654,1991-04-01 03:20:00,0,1,NB,50
655,1991-04-01 03:20:00,0,1,SB,36
656,1991-04-01 03:20:00,0,1,WB,40
657,1991-04-01 03:20:00,0,2,EB,57
658,1991-04-01 03:20:00,0,2,NB,42
659,1991-04-01 03:20:00,0,2,SB,20
660,1991-04-01 03:20:00,0,2,WB,43
661,1991-04-01 03:20:00,0,3,EB,53
662,1991-04-01 03:20:00,0,3,NB,13
663,1991-04-01 03:20:00,0,3,NE,7
664,1991-04-01 03:20:00,0,3,SB,34
665,1991-04-01 03:20:00,0,3,SW,43
666,1991-04-01 03:20:00,0,3,WB,51
667,1991-04-01 03:20:00,1,0,EB,53
668,1991-04-01 03:20:00,1,0,NB,51
669,1991-04-01 03:20:00,1,0,NE,43
670,1991-04-01 03:20:00,1,0,SB,33
671,1991-04-01 03:20:00,1,0,SW,52
672,1991-04-01 03:20:00,1,0,WB,39
673,1991-04-01 03:20:00,1,1,EB,27
674,1991-04-01 03:20:00,1,1,NB,74
675,1991-04-01 03:20:00,1,1,SB,25
676,1991-04-01 03:20:00,1,1,WB,38
677,1991-04-01 03:20:00,1,2,EB,46
678,1991-04-01 03:20:00,1,2,NB,35
679,1991-04-01 03:20:00,1,2,NE,24
680,1991-04-01 03:20:00,1,2,SB,22
681,1991-04-01 03:20:00,1,2,SW,54
682,1991-04-01 03:20:00,1,2,WB,77
683,1991-04-01 03:20:00,1,3,EB,44
684,1991-04-01 03:20:00,1,3,NB,40
685,1991-04-01 03:20:00,1,3,NE,44
686,1991-04-01 03:20:00,1,3,SB,38
687,1991-04-01 03:20:00,1,3,SW,15
688,1991-04-01 03:20:00,1,3,WB,56
689,1991-04-01 03:20:00,2,0,EB,50
690,1991-04-01 03:20:00,2,0,NB,82
691,1991-04-01 03:20:00,2,0,SB,61
692,1991-04-01 03:20:00,2,0,WB,67
693,1991-04-01 03:20:00,2,1,EB,49
694,1991-04-01 03:20:00,2,1,NB,47
695,1991-04-01 03:20:00,2,1,NE,16
696,1991-04-01 03:20:00,2,1,NW,29
697,1991-04-01 03:20:00,2,1,SB,34
698,1991-04-01 03:20:00,2,1,SE,34
699,1991-04-01 03:20:00,2,1,SW,74
700,1991-04-01 03:20:00,2,1,WB,25
701,1991-04-01 03:20:00,2,2,EB,30
702,1991-04-01 03:20:00,2,2,NB,42
703,1991-04-01 03:20:00,2,2,NE,74
704,1991-04-01 03:20:00,2,2,NW,21
705,1991-04-01 03:20:00,2,2,SB,44
706,1991-04-01 03:20:00,2,2,SE,60
707,1991-04-01 03:20:00,2,2,SW,49
708,1991-04-01 03:20:00,2,2,WB,50
709,1991-04-01 03:20:00,2,3,EB,44
710,1991-04-01 03:20:00,2,3,NB,58
711,1991-04-01 03:20:00,2,3,NE,30
712,1991-04-01 03:20:00,2,3,SB,69
713,1991-04-01 03:20:00,2,3,SW,16
714,1991-04-01 03:20:00,2,3,WB,48
715,1991-04-01 03:40:00,0,0,EB,70
716,1991-04-01 03:40:00,0,0,NB,49
717,1991-04-01 03:40:00,0,0,SB,65
718,1991-04-01 03:40:00,0,1,EB,21
719,1991-04-01 03:40:00,0,1,NB,63
720,1991-04-01 03:40:00,0,1,SB,76
721,1991-04-01 03:40:00,0,1,WB,26
722,1991-04-01 03:40:00,0,2,EB,57
723,1991-04-01 03:40:00,0,2,NB,50
724,1991-04-01 03:40:00,0,2,SB,37
725,1991-04-01 03:40:00,0,2,WB,39
726,1991-04-01 03:40:00,0,3,EB,43
727,1991-04-01 03:40:00,0,3,NB,39
728,1991-04-01 03:40:00,0,3,NE,29
729,1991-04-01 03:40:00,0,3,SB,22
730,1991-04-01 03:40:00,0,3,SW,41
731,1991-04-01 03:40:00,0,3,WB,35
732,1991-04-01 03:40:00,1,0,EB,34
733,1991-04-01 03:40:00,1,0,NB,38
734,1991-04-01 03:40:00,1,0,NE,43
735,1991-04-01 03:40:00,1,0,SB,38
736,1991-04-01 03:40:00,1,0,SW,52
737,1991-04-01 03:40:00,1,0,WB,39
738,1991-04-01 03:40:00,1,1,EB,27
739,1991-04-01 03:40:00,1,1,NB,18
740,1991-04-01 03:40:00,1,1,SB,38
741,1991-04-01 03:40:00,1,1,WB,38
742,1991-04-01 03:40:00,1,2,EB,42
743,1991-04-01 03:40:00,1,2,NB,34
744,1991-04-01 03:40:00,1,2,NE,24
745,1991-04-01 03:40:00,1,2,SB,25
746,1991-04-01 03:40:00,1,2,SW,54
747,1991-04-01 03:40:00,1,2,WB,63
748,1991-04-01 03:40:00,1,3,EB,44
749,1991-04-01 03:40:00,1,3,NB,33
750,1991-04-01 03:40:00,1,3,NE,44
751,1991-04-01 03:40:00,1,3,SB,36
752,1991-04-01 03:40:00,1,3,SW,15
753,1991-04-01 03:40:00,1,3,WB,56
754,1991-04-01 03:40:00,2,0,EB,65
755,1991-04-01 03:40:00,2,0,NB,73
756,1991-04-01 03:40:00,2,0,SB,7
757,1991-04-01 03:40:00,2,0,WB,78
758,1991-04-01 03:40:00,2,1,EB,64
759,1991-04-01 03:40:00,2,1,NB,47
760,1991-04-01 03:40:00,2,1,NE,16
761,1991-04-01 03:40:00,2,1,NW,29
762,1991-04-01 03:40:00,2,1,SB,34
763,1991-04-01 03:40:00,2,1,SE,34
764,1991-04-01 03:40:00,2,1,SW,79
765,1991-04-01 03:40:00,2,1,WB,32
766,1991-04-01 03:40:00,2,2,EB,49
767,1991-04-01 03:40:00,2,2,NB,29
768,1991-04-01 03:40:00,2,2,NE,74
769,1991-04-01 03:40:00,2,2,NW,21
770,1991-04-01 03:40:00,2,2,SB,25
771,1991-04-01 03:40:00,2,2,SE,40
772,1991-04-01 03:40:00,2,2,SW,54
773,1991-04-01 03:40:00,2,2,WB,44
774,1991-04-01 03:40:00,2,3,EB,44
775,1991-04-01 03:40:00,2,3,NB,58
776,1991-04-01 03:40:00,2,3,NE,30
777,1991-04-01 03:40:00,2,3,SB,58
778,1991-04-01 03:40:00,2,3,SW,16
779,1991-04-01 03:40:00,2,3,WB,48
780,1991-04-01 04:00:00,0,0,EB,70
781,1991-04-01 04:00:00,0,0,NB,49
782,1991-04-01 04:00:00,0,0,SB,57
783,1991-04-01 04:00:00,0,1,EB,6
784,1991-04-01 04:00:00,0,1,NB,60
785,1991-04-01 04:00:00,0,1,SB,65
786,1991-04-01 04:00:00,0,1,WB,27
787,1991-04-01 04:00:00,0,2,EB,43
788,1991-04-01 04:00:00,0,2,NB,41
789,1991-04-01 04:00:00,0,2,SB,39
790,1991-04-01 04:00:00,0,2,WB,27
791,1991-04-01 04:00:00,0,3,EB,8
792,1991-04-01 04:00:00,0,3,NB,29
793,1991-04-01 04:00:00,0,3,NE,30
794,1991-04-01 04:00:00,0,3,SB,47
795,1991-04-01 04:00:00,0,3,SW,33
796,1991-04-01 04:00:00,0,3,WB,35
797,1991-04-01 04:00:00,1,0,EB,53
798,1991-04-01 04:00:00,1,0,NB,48
799,1991-04-01 04:00:00,1,0,NE,43
800,1991-04-01 04:00:00,1,0,SB,30
801,1991-04-01 04:00:00,1,0,SW,52
802,1991-04-01 04:00:00,1,0,WB,38
803,1991-04-01 04:00:00,1,1,EB,37
804,1991-04-01 04:00:00,1,1,NB,15
805,1991-04-01 04:00:00,1,1,SB,40
806,1991-04-01 04:00:00,1,1,WB,35
807,1991-04-01 04:00:00,1,2,EB,46
808,1991-04-01 04:00:00,1,2,NB,17
809,1991-04-01 04:00:00,1,2,NE,24
810,1991-04-01 04:00:00,1,2,SB,34
811,1991-04-01 04:00:00,1,2,SW,54
812,1991-04-01 04:00:00,1,2,WB,43
813,1991-04-01 04:00:00,1,3,EB,38
814,1991-04-01 04:00:00,1,3,NB,42
815,1991-04-01 04:00:00,1,3,NE,44
816,1991-04-01 04:00:00,1,3,SB,32
817,1991-04-01 04:00:00,1,3,SW,15
818,1991-04-01 04:00:00,1,3,WB,56
819,1991-04-01 04:00:00,2,0,EB,46
820,1991-04-01 04:00:00,2,0,NB,69
821,1991-04-01 04:00:00,2,0,SB,34
822,1991-04-01 04:00:00,2,0,WB,54
823,1991-04-01 04:00:00,2,1,EB,57
824,1991-04-01 04:00:00,2,1,NB,47
825,1991-04-01 04:00:00,2,1,NE,16
826,1991-04-01 04:00:00,2,1,NW,29
827,1991-04-01 04:00:00,2,1,SB,34
828,1991-04-01 04:00:00,2,1,SE,34
829,1991-04-01 04:00:00,2,1,SW,69
830,1991-04-01 04:00:00,2,1,WB,9
831,1991-04-01 04:00:00,2,2,EB,31
832,1991-04-01 04:00:00,2,2,NB,27
833,1991-04-01 04:00:00,2,2,NE,38
834,1991-04-01 04:00:00,2,2,NW,21
835,1991-04-01 04:00:00,2,2,SB,42
836,1991-04-01 04:00:00,2,2,SE,40
837,1991-04-01 04:00:00,2,2,SW,46
838,1991-04-01 04:00:00,2,2,WB,65
839,1991-04-01 04:00:00,2,3,EB,44
840,1991-04-01 04:00:00,2,3,NB,67
841,1991-04-01 04:00:00,2,3,NE,30
842,1991-04-01 04:00:00,2,3,SB,50
843,1991-04-01 04:00:00,2,3,SW,16
844,1991-04-01 04:00:00,2,3,WB,48
845,1991-04-01 04:20:00,0,0,EB,70
846,1991-04-01 04:20:00,0,0,NB,49
847,1991-04-01 04:20:00,0,0,SB,58
848,1991-04-01 04:20:00,0,1,EB,11
849,1991-04-01 04:20:00,0,1,NB,82
850,1991-04-01 04:20:00,0,1,SB,67
851,1991-04-01 04:20:00,0,1,WB,46
852,1991-04-01 04:20:00,0,2,EB,45
853,1991-04-01 04:20:00,0,2,NB,41
854,1991-04-01 04:20:00,0,2,SB,32
855,1991-04-01 04:20:00,0,2,WB,44
856,1991-04-01 04:20:00,0,3,EB,24
857,1991-04-01 04:20:00,0,3,NB,33
858,1991-04-01 04:20:00,0,3,NE,22
859,1991-04-01 04:20:00,0,3,SB,46
860,1991-04-01 04:20:00,0,3,SW,37
861,1991-04-01 04:20:00,0,3,WB,35
862,1991-04-01 04:20:00,1,0,EB,66
863,1991-04-01 04:20:00,1,0,NB,55
864,1991-04-01 04:20:00,1,0,NE,43
865,1991-04-01 04:20:00,1,0,SB,37
866,1991-04-01 04:20:00,1,0,SW,52
867,1991-04-01 04:20:00,1,0,WB,40
868,1991-04-01 04:20:00,1,1,EB,25
869,1991-04-01 04:20:00,1,1,NB,29
870,1991-04-01 04:20:00,1,1,SB,50
871,1991-04-01 04:20:00,1,1,WB,37
872,1991-04-01 04:20:00,1,2,EB,50
873,1991-04-01 04:20:00,1,2,NB,19
874,1991-04-01 04:20:00,1,2,NE,24
875,1991-04-01 04:20:00,1,2,SB,37
876,1991-04-01 04:20:00,1,2,SW,54
877,1991-04-01 04:20:00,1,2,WB,49
878,1991-04-01 04:20:00,1,3,EB,28
879,1991-04-01 04:20:00,1,3,NB,47
880,1991-04-01 04:20:00,1,3,NE,44
881,1991-04-01 04:20:00,1,3,SB,17
882,1991-04-01 04:20:00,1,3,SW,15
883,1991-04-01 04:20:00,1,3,WB,49
884,1991-04-01 04:20:00,2,0,EB,57
885,1991-04-01 04:20:00,2,0,NB,72
886,1991-04-01 04:20:00,2,0,SB,37
887,1991-04-01 04:20:00,2,0,WB,46
888,1991-04-01 04:20:00,2,1,EB,44
889,1991-04-01 04:20:00,2,1,NB,26
890,1991-04-01 04:20:00,2,1,NE,16
891,1991-04-01 04:20:00,2,1,NW,29
892,1991-04-01 04:20:00,2,1,SB,30
893,1991-04-01 04:20:00,2,1,SE,34
894,1991-04-01 04:20:00,2,1,SW,45
895,1991-04-01 04:20:00,2,1,WB,23
896,1991-04-01 04:20:00,2,2,EB,19
897,1991-04-01 04:20:00,2,2,NB,50
898,1991-04-01 04:20:00,2,2,NE,38
899,1991-04-01 04:20:00,2,2,NW,21
900,1991-04-01 04:20:00,2,2,SB,31
901,1991-04-01 04:20:00,2,2,SE,40
902,1991-04-01 04:20:00,2,2,SW,45
903,1991-04-01 04:20:00,2,2,WB,37
904,1991-04-01 04:20:00,2,3,EB,28
905,1991-04-01 04:20:00,2,3,NB,60
906,1991-04-01 04:20:00,2,3,NE,30
907,1991-04-01 04:20:00,2,3,SB,50
908,1991-04-01 04:20:00,2,3,SW,16
909,1991-04-01 04:20:00,2,3,WB,30
910,1991-04-01 04:40:00,0,0,EB,57
911,1991-04-01 04:40:00,0,0,NB,48
912,1991-04-01 04:40:00,0,0,SB,57
913,1991-04-01 04:40:00,0,1,EB,25
914,1991-04-01 04:40:00,0,1,NB,74
915,1991-04-01 04:40:00,0,1,SB,58
916,1991-04-01 04:40:00,0,1,WB,42
917,1991-04-01 04:40:00,0,2,EB,50
918,1991-04-01 04:40:00,0,2,NB,45
919,1991-04-01 04:40:00,0,2,SB,29
920,1991-04-01 04:40:00,0,2,WB,32
921,1991-04-01 04:40:00,0,3,EB,30
922,1991-04-01 04:40:00,0,3,NB,33
923,1991-04-01 04:40:00,0,3,NE,37
924,1991-04-01 04:40:00,0,3,SB,40
925,1991-04-01 04:40:00,0,3,SW,25
926,1991-04-01 04:40:00,0,3,WB,39
927,1991-04-01 04:40:00,1,0,EB,62
928,1991-04-01 04:40:00,1,0,NB,44
929,1991-04-01 04:40:00,1,0,NE,43
930,1991-04-01 04:40:00,1,0,SB,37
931,1991-04-01 04:40:00,1,0,SW,26
932,1991-04-01 04:40:00,1,0,WB,31
933,1991-04-01 04:40:00,1,1,EB,38
934,1991-04-01 04:40:00,1,1,NB,19
935,1991-04-01 04:40:00,1,1,SB,42
936,1991-04-01 04:40:00,1,1,WB,38
937,1991-04-01 04:40:00,1,2,EB,56
938,1991-04-01 04:40:00,1,2,NB,30
939,1991-04-01 04:40:00,1,2,NE,24
940,1991-04-01 04:40:00,1,2,SB,30
941,1991-04-01 04:40:00,1,2,SW,54
942,1991-04-01 04:40:00,1,2,WB,54
943,1991-04-01 04:40:00,1,3,EB,34
944,1991-04-01 04:40:00,1,3,NB,42
945,1991-04-01 04:40:00,1,3,NE,44
946,1991-04-01 04:40:00,1,3,SB,50
947,1991-04-01 04:40:00,1,3,SW,15
948,1991-04-01 04:40:00,1,3,WB,38
949,1991-04-01 04:40:00,2,0,EB,56
950,1991-04-01 04:40:00,2,0,NB,73
951,1991-04-01 04:40:00,2,0,SB,46
952,1991-04-01 04:40:00,2,0,WB,55
953,1991-04-01 04:40:00,2,1,EB,45
954,1991-04-01 04:40:00,2,1,NB,55
955,1991-04-01 04:40:00,2,1,NE,16
956,1991-04-01 04:40:00,2,1,NW,29
957,1991-04-01 04:40:00,2,1,SB,26
958,1991-04-01 04:40:00,2,1,SE,34
959,1991-04-01 04:40:00,2,1,SW,44
960,1991-04-01 04:40:00,2,1,WB,32
961,1991-04-01 04:40:00,2,2,EB,39
962,1991-04-01 04:40:00,2,2,NB,35
963,1991-04-01 04:40:00,2,2,NE,72
964,1991-04-01 04:40:00,2,2,NW,21
965,1991-04-01 04:40:00,2,2,SB,26
966,1991-04-01 04:40:00,2,2,SE,40
967,1991-04-01 04:40:00,2,2,SW,43
968,1991-04-01 04:40:00,2,2,WB,61
969,1991-04-01 04:40:00,2,3,EB,31
970,1991-04-01 04:40:00,2,3,NB,57
971,1991-04-01 04:40:00,2,3,NE,30
972,1991-04-01 04:40:00,2,3,SB,61
973,1991-04-01 04:40:00,2,3,SW,16
974,1991-04-01 04:40:00,2,3,WB,26
975,1991-04-01 05:00:00,0,0,EB,55
976,1991-04-01 05:00:00,0,0,NB,50
977,1991-04-01 05:00:00,0,0,SB,48
978,1991-04-01 05:00:00,0,1,EB,33
979,1991-04-01 05:00:00,0,1,NB,66
980,1991-04-01 05:00:00,0,1,SB,61
981,1991-04-01 05:00:00,0,1,WB,28
982,1991-04-01 05:00:00,0,2,EB,48
983,1991-04-01 05:00:00,0,2,NB,45
984,1991-04-01 05:00:00,0,2,SB,31
985,1991-04-01 05:00:00,0,2,WB,33
986,1991-04-01 05:00:00,0,3,EB,23
987,1991-04-01 05:00:00,0,3,NB,23
988,1991-04-01 05:00:00,0,3,NE,24
989,1991-04-01 05:00:00,0,3,SB,45
990,1991-04-01 05:00:00,0,3,SW,28
991,1991-04-01 05:00:00,0,3,WB,47
992,1991-04-01 05:00:00,1,0,EB,48
993,1991-04-01 05:00:00,1,0,NB,42
994,1991-04-01 05:00:00,1,0,NE,54
995,1991-04-01 05:00:00,1,0,SB,45
996,1991-04-01 05:00:00,1,0,SW,26
997,1991-04-01 05:00:00,1,0,WB,35
998,1991-04-01 05:00:00,1,1,EB,45
999,1991-04-01 05:00:00,1,1,NB,36
1000,1991-04-01 05:00:00,1,1,SB,36
1001,1991-04-01 05:00:00,1,1,WB,27
1002,1991-04-01 05:00:00,1,2,EB,59
1003,1991-04-01 05:00:00,1,2,NB,27
1004,1991-04-01 05:00:00,1,2,NE,32
1005,1991-04-01 05:00:00,1,2,SB,38
1006,1991-04-01 05:00:00,1,2,SW,54
1007,1991-04-01 05:00:00,1,2,WB,49
1008,1991-04-01 05:00:00,1,3,EB,41
1009,1991-04-01 05:00:00,1,3,NB,44
1010,1991-04-01 05:00:00,1,3,NE,32
1011,1991-04-01 05:00:00,1,3,SB,40
1012,1991-04-01 05:00:00,1,3,SW,15
1013,1991-04-01 05:00:00,1,3,WB,39
1014,1991-04-01 05:00:00,2,0,EB,53
1015,1991-04-01 05:00:00,2,0,NB,70
1016,1991-04-01 05:00:00,2,0,SB,45
1017,1991-04-01 05:00:00,2,0,WB,68
1018,1991-04-01 05:00:00,2,1,EB,35
1019,1991-04-01 05:00:00,2,1,NB,39
1020,1991-04-01 05:00:00,2,1,NE,16
1021,1991-04-01 05:00:00,2,1,NW,29
1022,1991-04-01 05:00:00,2,1,SB,31
1023,1991-04-01 05:00:00,2,1,SE,34
1024,1991-04-01 05:00:00,2,1,SW,48
1025,1991-04-01 05:00:00,2,1,WB,34
1026,1991-04-01 05:00:00,2,2,EB,53
1027,1991-04-01 05:00:00,2,2,NB,32
1028,1991-04-01 05:00:00,2,2,NE,76
1029,1991-04-01 05:00:00,2,2,NW,21
1030,1991-04-01 05:00:00,2,2,SB,32
1031,1991-04-01 05:00:00,2,2,SE,40
1032,1991-04-01 05:00:00,2,2,SW,41
1033,1991-04-01 05:00:00,2,2,WB,53
1034,1991-04-01 05:00:00,2,3,EB,24
1035,1991-04-01 05:00:00,2,3,NB,50
1036,1991-04-01 05:00:00,2,3,NE,30
1037,1991-04-01 05:00:00,2,3,SB,63
1038,1991-04-01 05:00:00,2,3,SW,16
1039,1991-04-01 05:00:00,2,3,WB,32
1040,1991-04-01 05:20:00,0,0,EB,47
1041,1991-04-01 05:20:00,0,0,NB,47
1042,1991-04-01 05:20:00,0,0,SB,58
1043,1991-04-01 05:20:00,0,1,EB,28
1044,1991-04-01 05:20:00,0,1,NB,71
1045,1991-04-01 05:20:00,0,1,SB,66
1046,1991-04-01 05:20:00,0,1,WB,40
1047,1991-04-01 05:20:00,0,2,EB,48
1048,1991-04-01 05:20:00,0,2,NB,39
1049,1991-04-01 05:20:00,0,2,SB,36
1050,1991-04-01 05:20:00,0,2,WB,36
1051,1991-04-01 05:20:00,0,3,EB,26
1052,1991-04-01 05:20:00,0,3,NB,22
1053,1991-04-01 05:20:00,0,3,NE,27
1054,1991-04-01 05:20:00,0,3,SB,46
1055,1991-04-01 05:20:00,0,3,SW,28
1056,1991-04-01 05:20:00,0,3,WB,28
1057,1991-04-01 05:20:00,1,0,EB,49
1058,1991-04-01 05:20:00,1,0,NB,48
1059,1991-04-01 05:20:00,1,0,NE,61
1060,1991-04-01 05:20:00,1,0,SB,38
1061,1991-04-01 05:20:00,1,0,SW,12
1062,1991-04-01 05:20:00,1,0,WB,30
1063,1991-04-01 05:20:00,1,1,EB,42
1064,1991-04-01 05:20:00,1,1,NB,30
1065,1991-04-01 05:20:00,1,1,SB,50
1066,1991-04-01 05:20:00,1,1,WB,34
1067,1991-04-01 05:20:00,1,2,EB,58
1068,1991-04-01 05:20:00,1,2,NB,36
1069,1991-04-01 05:20:00,1,2,NE,24
1070,1991-04-01 05:20:00,1,2,SB,42
1071,1991-04-01 05:20:00,1,2,SW,54
1072,1991-04-01 05:20:00,1,2,WB,49
1073,1991-04-01 05:20:00,1,3,EB,31
1074,1991-04-01 05:20:00,1,3,NB,49
1075,1991-04-01 05:20:00,1,3,NE,63
1076,1991-04-01 05:20:00,1,3,SB,43
1077,1991-04-01 05:20:00,1,3,SW,15
1078,1991-04-01 05:20:00,1,3,WB,32
1079,1991-04-01 05:20:00,2,0,EB,50
1080,1991-04-01 05:20:00,2,0,NB,65
1081,1991-04-01 05:20:00,2,0,SB,46
1082,1991-04-01 05:20:00,2,0,WB,74
1083,1991-04-01 05:20:00,2,1,EB,49
1084,1991-04-01 05:20:00,2,1,NB,40
1085,1991-04-01 05:20:00,2,1,NE,16
1086,1991-04-01 05:20:00,2,1,NW,29
1087,1991-04-01 05:20:00,2,1,SB,38
1088,1991-04-01 05:20:00,2,1,SE,34
1089,1991-04-01 05:20:00,2,1,SW,44
1090,1991-04-01 05:20:00,2,1,WB,37
1091,1991-04-01 05:20:00,2,2,EB,51
1092,1991-04-01 05:20:00,2,2,NB,41
1093,1991-04-01 05:20:00,2,2,NE,30
1094,1991-04-01 05:20:00,2,2,NW,21
1095,1991-04-01 05:20:00,2,2,SB,38
1096,1991-04-01 05:20:00,2,2,SE,40
1097,1991-04-01 05:20:00,2,2,SW,44
1098,1991-04-01 05:20:00,2,2,WB,58
1099,1991-04-01 05:20:00,2,3,EB,33
1100,1991-04-01 05:20:00,2,3,NB,58
1101,1991-04-01 05:20:00,2,3,NE,30
1102,1991-04-01 05:20:00,2,3,SB,64
1103,1991-04-01 05:20:00,2,3,SW,18
1104,1991-04-01 05:20:00,2,3,WB,36
1105,1991-04-01 05:40:00,0,0,EB,58
1106,1991-04-01 05:40:00,0,0,NB,52
1107,1991-04-01 05:40:00,0,0,SB,54
1108,1991-04-01 05:40:00,0,1,EB,17
1109,1991-04-01 05:40:00,0,1,NB,73
1110,1991-04-01 05:40:00,0,1,SB,60
1111,1991-04-01 05:40:00,0,1,WB,25
1112,1991-04-01 05:40:00,0,2,EB,49
1113,1991-04-01 05:40:00,0,2,NB,47
1114,1991-04-01 05:40:00,0,2,SB,51
1115,1991-04-01 05:40:00,0,2,WB,35
1116,1991-04-01 05:40:00,0,3,EB,26
1117,1991-04-01 05:40:00,0,3,NB,23
1118,1991-04-01 05:40:00,0,3,NE,27
1119,1991-04-01 05:40:00,0,3,SB,48
1120,1991-04-01 05:40:00,0,3,SW,15
1121,1991-04-01 05:40:00,0,3,WB,31
1122,1991-04-01 05:40:00,1,0,EB,44
1123,1991-04-01 05:40:00,1,0,NB,27
1124,1991-04-01 05:40:00,1,0,NE,67
1125,1991-04-01 05:40:00,1,0,SB,36
1126,1991-04-01 05:40:00,1,0,SW,37
1127,1991-04-01 05:40:00,1,0,WB,33
1128,1991-04-01 05:40:00,1,1,EB,39
1129,1991-04-01 05:40:00,1,1,NB,36
1130,1991-04-01 05:40:00,1,1,SB,43
1131,1991-04-01 05:40:00,1,1,WB,32
1132,1991-04-01 05:40:00,1,2,EB,63
1133,1991-04-01 05:40:00,1,2,NB,43
1134,1991-04-01 05:40:00,1,2,NE,33
1135,1991-04-01 05:40:00,1,2,SB,47
1136,1991-04-01 05:40:00,1,2,SW,54
1137,1991-04-01 05:40:00,1,2,WB,56
1138,1991-04-01 05:40:00,1,3,EB,26
1139,1991-04-01 05:40:00,1,3,NB,51
1140,1991-04-01 05:40:00,1,3,NE,40
1141,1991-04-01 05:40:00,1,3,SB,45
1142,1991-04-01 05:40:00,1,3,SW,15
1143,1991-04-01 05:40:00,1,3,WB,33
1144,1991-04-01 05:40:00,2,0,EB,49
1145,1991-04-01 05:40:00,2,0,NB,66
1146,1991-04-01 05:40:00,2,0,SB,52
1147,1991-04-01 05:40:00,2,0,WB,78
1148,1991-04-01 05:40:00,2,1,EB,52
1149,1991-04-01 05:40:00,2,1,NB,49
1150,1991-04-01 05:40:00,2,1,NE,16
1151,1991-04-01 05:40:00,2,1,NW,29
1152,1991-04-01 05:40:00,2,1,SB,42
1153,1991-04-01 05:40:00,2,1,SE,34
1154,1991-04-01 05:40:00,2,1,SW,43
1155,1991-04-01 05:40:00,2,1,WB,42
1156,1991-04-01 05:40:00,2,2,EB,45
